1583392117.439703,0
1583392117.452796,0
1583392117.467585,0
1583392117.479648,0
1583392117.491556,0
1583392117.503410,0
1583392117.515452,0
1583392117.527120,0
1583392117.539371,0
1583392117.551308,0
1583392117.564246,0
1583392117.576815,0
1583392117.588409,0
1583392117.600057,0
1583392117.611839,0
1583392117.624903,0
1583392117.638168,0
1583392117.649814,0
1583392117.661819,0
1583392117.673979,0
1583392117.687266,0
1583392117.699860,0
1583392117.711620,0
1583392117.724264,0
1583392117.737407,0
1583392117.750828,0
1583392117.762629,0
1583392117.774561,0
1583392117.786575,0
1583392117.798346,0
1583392117.810340,0
1583392117.823272,0
1583392117.835149,0
1583392117.846829,0
1583392117.858876,0
1583392117.871187,0
1583392117.883173,0
1583392117.896190,0
1583392117.909321,0
1583392117.922329,0
1583392117.934605,0
1583392117.946672,0
1583392117.958414,0
1583392117.975059,0
1583392117.987689,0
1583392118.000058,0
1583392118.011845,0
1583392118.023693,0
1583392118.035767,0
1583392118.047519,0
1583392118.059320,0
1583392118.071354,0
1583392118.084746,0
1583392118.096842,0
1583392118.109275,0
1583392118.121202,0
1583392118.133106,0
1583392118.145076,0
1583392118.157010,0
1583392118.169608,0
1583392118.182440,0
1583392118.194402,0
1583392118.206487,0
1583392118.218153,0
1583392118.229721,0
1583392118.241546,0
1583392118.254488,0
1583392118.266189,0
1583392118.279424,0
1583392118.291360,0
1583392118.304492,0
1583392118.316674,0
1583392118.328289,0
1583392118.342162,0
1583392118.355019,0
1583392118.366785,0
1583392118.379548,0
1583392118.391271,0
1583392118.403303,0
1583392118.416804,0
1583392118.429541,0
1583392118.441530,0
1583392118.460955,0
1583392118.472660,0
1583392118.484657,0
1583392118.497304,0
1583392118.509760,0
1583392118.521930,0
1583392118.533897,0
1583392118.546106,0
1583392118.562061,0
1583392118.574410,0
1583392118.598307,0
1583392118.617814,0
1583392118.637176,0
1583392118.649252,0
1583392118.662155,0
1583392118.674017,0
1583392118.686120,0
1583392118.697934,0
1583392118.709587,0
1583392118.721261,0
1583392118.733329,0
1583392118.746141,0
1583392118.757853,0
1583392118.769452,0
1583392118.782632,0
1583392118.795318,0
1583392118.807211,0
1583392118.820347,0
1583392118.832207,0
1583392118.844420,0
1583392118.856470,0
1583392118.869590,0
1583392118.881880,0
1583392118.893889,0
1583392118.905852,0
1583392118.917474,0
1583392118.929203,0
1583392118.940939,0
1583392118.953834,0
1583392118.966621,0
1583392118.979204,0
1583392118.991819,0
1583392119.003758,0
1583392119.016857,0
1583392119.029515,0
1583392119.041375,0
1583392119.054000,0
1583392119.066756,0
1583392119.079485,0
1583392119.091916,0
1583392119.105148,0
1583392119.117021,0
1583392119.131596,0
1583392119.144864,0
1583392119.156916,0
1583392119.171191,0
1583392119.183950,0
1583392119.196496,0
1583392119.209554,0
1583392119.221554,0
1583392119.233506,0
1583392119.246576,0
1583392119.259279,0
1583392119.273226,0
1583392119.285183,0
1583392119.297303,0
1583392119.310396,0
1583392119.323532,0
1583392119.335668,0
1583392119.349474,0
1583392119.361918,0
1583392119.374066,0
1583392119.386824,1
1583392119.398880,0
1583392119.411117,0
1583392119.423812,0
1583392119.436755,0
1583392119.449891,0
1583392119.463156,0
1583392119.479914,0
1583392119.492406,0
1583392119.505734,0
1583392119.518520,0
1583392119.530349,0
1583392119.542241,0
1583392119.553988,0
1583392119.567636,0
1583392119.579649,0
1583392119.592147,0
1583392119.605058,0
1583392119.617592,0
1583392119.630155,0
1583392119.642163,0
1583392119.655527,0
1583392119.667835,0
1583392119.679918,0
1583392119.692461,0
1583392119.704909,0
1583392119.720308,0
1583392119.734008,0
1583392119.746591,0
1583392119.759045,0
1583392119.774023,0
1583392119.786173,0
1583392119.798684,0
1583392119.812398,0
1583392119.825974,0
1583392119.838711,0
1583392119.850843,0
1583392119.863653,0
1583392119.876979,0
1583392119.890550,0
1583392119.903609,0
1583392119.916124,0
1583392119.929322,0
1583392119.941450,0
1583392119.982859,0
1583392120.008915,0
1583392120.034812,0
1583392120.050103,0
1583392120.064961,0
1583392120.078305,0
1583392120.091619,0
1583392120.104561,0
1583392120.117721,0
1583392120.129912,0
1583392120.142696,0
1583392120.155396,0
1583392120.169049,0
1583392120.180973,0
1583392120.193463,0
1583392120.206479,0
1583392120.218152,0
1583392120.229825,0
1583392120.242194,0
1583392120.254403,0
1583392120.266269,0
1583392120.278162,0
1583392120.289916,0
1583392120.301843,0
1583392120.313879,0
1583392120.326121,0
1583392120.337790,0
1583392120.349767,0
1583392120.361739,0
1583392120.373197,0
1583392120.385111,0
1583392120.398365,0
1583392120.410611,0
1583392120.422604,0
1583392120.434435,0
1583392120.446377,0
1583392120.458068,0
1583392120.469667,0
1583392120.481690,0
1583392120.494357,1
1583392120.507301,0
1583392120.520154,0
1583392120.533231,0
1583392120.544866,0
1583392120.561370,0
1583392120.574009,0
1583392120.586022,0
1583392120.598877,0
1583392120.610998,0
1583392120.622870,0
1583392120.634770,0
1583392120.646841,0
1583392120.658549,0
1583392120.670462,0
1583392120.682142,0
1583392120.694428,0
1583392120.706182,0
1583392120.717901,0
1583392120.730365,0
1583392120.742009,0
1583392120.754321,0
1583392120.766082,0
1583392120.778397,0
1583392120.790046,0
1583392120.803006,0
1583392120.814644,0
1583392120.827072,0
1583392120.839307,0
1583392120.851920,0
1583392120.864809,0
1583392120.877403,0
1583392120.889702,0
1583392120.901938,0
1583392120.913486,0
1583392120.925905,0
1583392120.938214,0
1583392120.949892,0
1583392120.962305,0
1583392120.974113,0
1583392120.986040,0
1583392120.998821,0
1583392121.010658,0
1583392121.022300,0
1583392121.034369,0
1583392121.046265,0
1583392121.058086,0
1583392121.069765,0
1583392121.082716,0
1583392121.094662,0
1583392121.106487,0
1583392121.119259,0
1583392121.130921,0
1583392121.144213,0
1583392121.156041,0
1583392121.168620,0
1583392121.180768,0
1583392121.193466,0
1583392121.206763,0
1583392121.218449,0
1583392121.230087,0
1583392121.242109,0
1583392121.254739,0
1583392121.267178,0
1583392121.280243,0
1583392121.292741,0
1583392121.304618,0
1583392121.316407,0
1583392121.327994,0
1583392121.339784,0
1583392121.351658,0
1583392121.363407,0
1583392121.376054,0
1583392121.389190,0
1583392121.401005,0
1583392121.412762,0
1583392121.424480,0
1583392121.436528,0
1583392121.450206,0
1583392121.463039,0
1583392121.475043,0
1583392121.487744,0
1583392121.500632,0
1583392121.513290,0
1583392121.526249,0
1583392121.537988,0
1583392121.549708,0
1583392121.561707,0
1583392121.579997,0
1583392121.591830,0
1583392121.603605,0
1583392121.615769,0
1583392121.627511,0
1583392121.640920,0
1583392121.654491,0
1583392121.666840,0
1583392121.678737,0
1583392121.690528,0
1583392121.702189,0
1583392121.713933,0
1583392121.725545,0
1583392121.737178,0
1583392121.749079,0
1583392121.765577,0
1583392121.777658,0
1583392121.790544,0
1583392121.802315,0
1583392121.814043,0
1583392121.826013,0
1583392121.838750,0
1583392121.850366,0
1583392121.862771,0
1583392121.874522,0
1583392121.886322,0
1583392121.898161,0
1583392121.910256,0
1583392121.922613,0
1583392121.935665,0
1583392121.948775,0
1583392121.960490,0
1583392121.972164,0
1583392121.983874,0
1583392121.995673,0
1583392122.008749,0
1583392122.021414,0
1583392122.034347,0
1583392122.046944,0
1583392122.059329,0
1583392122.071277,0
1583392122.083009,0
1583392122.094603,0
1583392122.106695,0
1583392122.118467,0
1583392122.130467,0
1583392122.142540,0
1583392122.156995,0
1583392122.169215,0
1583392122.180991,0
1583392122.194129,0
1583392122.208637,0
1583392122.223244,0
1583392122.236075,0
1583392122.249170,0
1583392122.263737,0
1583392122.275603,0
1583392122.288630,0
1583392122.300392,0
1583392122.314452,0
1583392122.326304,0
1583392122.338083,0
1583392122.349896,0
1583392122.361875,0
1583392122.374119,0
1583392122.386025,0
1583392122.402699,0
1583392122.418802,0
1583392122.430877,0
1583392122.442784,0
1583392122.455365,0
1583392122.468481,0
1583392122.480451,0
1583392122.492916,0
1583392122.504841,0
1583392122.516611,0
1583392122.528973,0
1583392122.541303,0
1583392122.554344,0
1583392122.567318,0
1583392122.583175,0
1583392122.595004,0
1583392122.606737,0
1583392122.618427,0
1583392122.630246,0
1583392122.642070,0
1583392122.654815,0
1583392122.666549,0
1583392122.679152,0
1583392122.691894,0
1583392122.703429,0
1583392122.715320,0
1583392122.727155,0
1583392122.738784,0
1583392122.750399,0
1583392122.761989,0
1583392122.774296,0
1583392122.787249,0
1583392122.798967,0
1583392122.810606,0
1583392122.822234,0
1583392122.833848,0
1583392122.845914,0
1583392122.857514,0
1583392122.869676,0
1583392122.881312,0
1583392122.893705,0
1583392122.906027,0
1583392122.919004,0
1583392122.930654,0
1583392122.942807,0
1583392122.954671,0
1583392122.966594,0
1583392122.979179,0
1583392122.994818,0
1583392123.007633,0
1583392123.019491,0
1583392123.031221,0
1583392123.044400,0
1583392123.056054,0
1583392123.067784,0
1583392123.080241,0
1583392123.093191,0
1583392123.105335,0
1583392123.117002,0
1583392123.130399,0
1583392123.142057,0
1583392123.154996,0
1583392123.166763,0
1583392123.178411,0
1583392123.190122,0
1583392123.202147,0
1583392123.213741,0
1583392123.226226,0
1583392123.238147,0
1583392123.249749,0
1583392123.261597,0
1583392123.273826,0
1583392123.286395,0
1583392123.297993,0
